,Price,Room,View Size,Age,Floortype,Location
210,"
2.300 TL",2 + 1,"
100 m2",40 Yaşında, Yarı Bodrum,"
Şişli,
 
Merkez Mahallesi
"
211,"
20.000 TL",5 + 2,"
500 m2",10 Yaşında, ,"
Üsküdar,
 
Kuzguncuk Mahallesi
"
212,"
4.850 TL",1 + 1,"
82 m2",1 Yaşında, 18. Kat,"
Şişli,
 
Cumhuriyet Mahallesi
"
213,"
15.000 TL",3 + 1,"
184 m2",6 Yaşında, 12. Kat,"
Sarıyer,
 
Ayazağa Mahallesi
"
214,"
20.000 TL",4 + 1,"
220 m2",4 Yaşında, 6. Kat,"
Sarıyer,
 
Ayazağa Mahallesi
"
215,"
2.100 TL",2 + 1,"
100 m2",32 Yaşında, 2. Kat,"
Üsküdar,
 
Zeynep Kamil Mahallesi
"
216,"
2.900 TL",Stüdyo,"
65 m2",3 Yaşında, 15. Kat,"
Sarıyer,
 
Huzur Mahallesi
"
217,"
2.000 TL",Stüdyo,"
35 m2",3 Yaşında, 4. Kat,"
Ataşehir,
 
İnönü Mahallesi
"
218,"
3.400 TL",2 + 1,"
80 m2",50 Yaşında, 1. Kat,"
Beyoğlu,
 
Tomtom Mahallesi
"
219,"
1.350 TL",1 + 1,"
75 m2",8 Yaşında, Kot 2,"
Kağıthane,
 
Talatpaşa Mahallesi
"
220,"
9.800 TL",4 + 1,"
215 m2",2 Yaşında, 20. Kat,"
Kartal,
 
Kordonboyu Mahallesi
"
221,"
5.600 TL",2 + 1,"
120 m2",50 Yaşında, 1. Kat,"
Şişli,
 
 Teşvikiye Mahallesi
"
222,"
3.000 TL",2 + 1,"
85 m2",2 Yaşında, Yüksek Giriş,"
Şişli,
 
Paşa Mahallesi
"
223,"
2.200 TL",1 + 1,"
75 m2",20 Yaşında, Yüksek Giriş,"
Şişli,
 
Feriköy Mahallesi
"
224,"
3.500 TL",2 + 1,"
85 m2",3 Yaşında, 2. Kat,"
Şişli,
 
Kuştepe Mahallesi
"
225,"
1.750 TL",1 + 1,"
65 m2",31 Yaşında, 5. Kat,"
Beyoğlu,
 
Şehit Muhtar Mahallesi
"
226,"
6.500 TL",2 + 1,"
120 m2",30 Yaşında, Bahçe Katı,"
Sarıyer,
 
Emirgan Mahallesi
"
227,"
1.500 TL",2 + 1,"
90 m2",30 Yaşında, Giriş Katı,"
Kağıthane,
 
Çeliktepe Mahallesi
"
228,"
1.800 TL",2 + 1,"
100 m2",8 Yaşında, Bahçe Katı,"
Kağıthane,
 
Ortabayır Mahallesi
"
229,"
3.650 TL",4 + 1,"
165 m2",15 Yaşında, Yüksek Giriş,"
Beşiktaş,
 
Yıldız Mahallesi
"
230,"
1.650 TL",2 + 1,"
75 m2",7 Yaşında, Yüksek Giriş,"
Kağıthane,
 
Ortabayır Mahallesi
"
231,"
1.600 TL",2 + 1,"
100 m2",26 Yaşında, 5. Kat,"
Bahçelievler,
 
Siyavuşpaşa Mahallesi
"
232,"
3.600 TL",3 + 1,"
140 m2",30 Yaşında, 3. Kat,"
Fatih,
 
Şehremini Mahallesi
"
233,"
2.450 TL",2 + 1,"
80 m2",30 Yaşında, 4. Kat,"
Şişli,
 
Meşrutiyet Mahallesi
"
234,"
2.600 TL",2 + 1,"
80 m2",40 Yaşında, 1. Kat,"
Şişli,
 
Halide Edip Adıvar Mahallesi
"
235,"
1.000 TL",1 + 1,"
65 m2",30 Yaşında, 2. Kat,"
Kağıthane,
 
Gültepe Mahallesi
"
236,"
1.250 TL",1 + 1,"
60 m2",6 Yaşında, Yarı Bodrum,"
Şişli,
 
Paşa Mahallesi
"
237,"
1.650 TL",1 + 1,"
75 m2",5 Yaşında, Kot 1,"
Kağıthane,
 
Harmantepe Mahallesi
"
238,"
2.200 TL",2 + 1,"
80 m2",4 Yaşında, Yüksek Giriş,"
Şişli,
 
Mecidiyeköy Mahallesi
"
239,"
3.750 TL",1 + 1,"
65 m2",5 Yaşında, 1. Kat,"
Fatih,
 
Karagümrük Mahallesi
"
240,"
1.800 TL",3 + 1,"
120 m2",30 Yaşında, Kot 1,"
Kağıthane,
 
Ortabayır Mahallesi
"
241,"
5.100 TL",1 + 1,"
76 m2",3 Yaşında, 6. Kat,"
Şişli,
 
Cumhuriyet Mahallesi
"
242,"
7.500 TL",3 + 1,"
120 m2",1 Yaşında, 17. Kat,"
Kadıköy,
 
Kozyatağı Mahallesi
"
243,"
1.500 TL",1 + 1,"
75 m2",25 Yaşında, 3. Kat,"
Kağıthane,
 
Gültepe Mahallesi
"
244,"
4.500 TL",3 + 1,"
110 m2",35 Yaşında, Bahçe Katı,"
Bahçelievler,
 
Bahçelievler Mahallesi
"
245,"
2.000 TL",2 + 1,"
95 m2",30 Yaşında, 3. Kat,"
Fatih,
 
Şehremini Mahallesi
"
246,"
8.250 TL",2 + 1,"
110 m2",Sıfır Bina, 1. Kat,"
Bakırköy,
 
Basınköy Mahallesi
"
247,"
14.000 TL",1 + 1,"
134 m2",6 Yaşında, 21 ve üzeri,"
Beşiktaş,
 
Levent Mahallesi
"
248,"
6.750 TL",2 + 1,"
102 m2",Sıfır Bina, 4. Kat,"
Sarıyer,
 
Huzur Mahallesi
"
249,"
6.550 TL",1 + 1,"
90 m2",15 Yaşında, 19. Kat,"
Ataşehir,
 
Atatürk Mahallesi
"
250,"
5.500 TL",5 + 1,"
230 m2",Sıfır Bina, 5. Kat,"
Bahçelievler,
 
Siyavuşpaşa Mahallesi
"
251,"
3.600 TL",3 + 1,"
136 m2",26 Yaşında, 1. Kat,"
Ataşehir,
 
Atatürk Mahallesi
"
252,"
1.250 TL",1 + 1,"
45 m2",31 Yaşında, Yüksek Giriş,"
Üsküdar,
 
Zeynep Kamil Mahallesi
"
253,"
9.000 TL",1 + 1,"
95 m2",1 Yaşında, Bahçe Katı,"
Şişli,
 
Cumhuriyet Mahallesi
"
254,"
1.300 TL",1 + 1,"
70 m2",20 Yaşında, 4. Kat,"
Kağıthane,
 
Seyrantepe Mahallesi
"
255,"
6.500 TL",4 + 2,"
200 m2",Sıfır Bina, 4. Kat,"
Bahçelievler,
 
Bahçelievler Mahallesi
"
256,"
13.000 TL",4 + 2,"
300 m2",13 Yaşında, 3. Kat,"
Sarıyer,
 
Yeniköy Mahallesi
"
257,"
6.000 TL",2 + 1,"
100 m2",2 Yaşında, 1. Kat,"
Beyoğlu,
 
Pürtelaş Hasan Efendi Mahallesi
"
258,"
7.500 TL",2 + 1,"
138 m2",Sıfır Bina, Teras Katı,"
Eyüpsultan,
 
Mimar Sinan Mahallesi
"
259,"
1.350 TL",2 + 1,"
80 m2",30 Yaşında, Giriş Katı,"
Bahçelievler,
 
Soğanlı Mahallesi
"
260,"
2.300 TL",1 + 1,"
60 m2",25 Yaşında, Giriş Katı,"
Beşiktaş,
 
Levazım Mahallesi
"
261,"
1.850 TL",1 + 1,"
58 m2",4 Yaşında, 1. Kat,"
Sarıyer,
 
Tarabya Mahallesi
"
262,"
5.000 TL",2 + 1,"
110 m2",22 Yaşında, Teras Katı,"
Bakırköy,
 
Şenlikköy Mahallesi
"
263,"
3.600 TL",2 + 1,"
110 m2",3 Yaşında, 3. Kat,"
Eyüpsultan,
 
Düğmeciler Mahallesi
"
264,"
4.000 TL",3 + 1,"
135 m2",35 Yaşında, 5. Kat,"
Kadıköy,
 
Osmanağa Mahallesi
"
265,"
50.000 TL",5 + 2,"
300 m2",25 Yaşında, 2. Kat,"
Sarıyer,
 
Tarabya Mahallesi
"
266,"
3.400 TL",1 + 1,"
140 m2",25 Yaşında, Giriş Katı,"
Kağıthane,
 
 Ortabayır Mahallesi
"
267,"
18.500 TL",5 + 2,"
440 m2",16 Yaşında, ,"
Sarıyer,
 
Demirciköy Mahallesi
"
268,"
2.750 TL",2 + 1,"
80 m2",Sıfır Bina, 4. Kat,"
Eyüpsultan,
 
Akşemsettin Mahallesi
"
269,"
6.100 TL",2 + 1,"
90 m2",3 Yaşında, Bahçe Katı,"
Bakırköy,
 
Yeşilköy Mahallesi
"
270,"
11.000 TL",5 + 1,"
240 m2",10 Yaşında, Bahçe Katı,"
Bakırköy,
 
Şenlikköy Mahallesi
"
271,"
18.500 TL",4 + 1,"
255 m2",5 Yaşında, ,"
Sarıyer,
 
Zekeriyaköy Mahallesi
"
272,"
1.000 TL",2 + 1,"
70 m2",20 Yaşında, Bodrum,"
Şişli,
 
Gülbahar Mahallesi
"
273,"
10.000 TL",1 + 1,"
120 m2",3 Yaşında, 1. Kat,"
Beşiktaş,
 
Etiler Mahallesi
"
274,"
2.000 TL",2 + 1,"
130 m2",18 Yaşında, 3. Kat,"
Kağıthane,
 
Ortabayır Mahallesi
"
275,"
9.000 TL",4 + 1,"
220 m2",25 Yaşında, 1. Kat,"
Bakırköy,
 
Şenlikköy Mahallesi
"
276,"
20.000 TL",3 + 1,"
204 m2",3 Yaşında, 21 ve üzeri,"
Sarıyer,
 
Huzur Mahallesi
"
277,"
1.000 TL",1 + 1,"
70 m2",35 Yaşında, En Üst Kat,"
Şişli,
 
Gülbahar Mahallesi
"
278,"
2.000 TL",2 + 1,"
90 m2",20 Yaşında, 2. Kat,"
Kağıthane,
 
Seyrantepe Mahallesi
"
279,"
30.000 TL",5 + 1,"
290 m2",6 Yaşında, ,"
Sarıyer,
 
Uskumruköy Mahallesi
"
280,"
1.700 TL",3 + 1,"
120 m2",35 Yaşında, 6. Kat,"
Ataşehir,
 
İçerenköy Mahallesi
"
281,"
1.800 TL",1 + 1,"
50 m2",5 Yaşında, 2. Kat,"
Fatih,
 
Balat Mahallesi
"
282,"
8.500 TL",2 + 1,"
102 m2",Sıfır Bina, Bahçe Katı,"
Kağıthane,
 
Hamidiye Mahallesi
"
283,"
 28.000 TL",4 + 2,"
400 m2",16 Yaşında, ,"
Sarıyer,
 
Zekeriyaköy Mahallesi
"
284,"
1.500 TL",1 + 1,"
75 m2",30 Yaşında, 3. Kat,"
Fatih,
 
Seyyid Ömer Mahallesi
"
285,"
2.950 TL",1 + 1,"
65 m2",1 Yaşında, 4. Kat,"
Şişli,
 
Cumhuriyet Mahallesi
"
286,"
2.300 TL",2 + 1,"
86 m2",5 Yaşında, Yüksek Giriş,"
Kağıthane,
 
Ortabayır Mahallesi
"
287,"
2.400 TL",3 + 1,"
130 m2",25 Yaşında, 2. Kat,"
Sarıyer,
 
Cumhuriyet Mahallesi
"
288,"
25.000 TL",4 + 1,"
302 m2",17 Yaşında, 21 ve üzeri,"
Beşiktaş,
 
Levent Mahallesi
"
289,"
4.000 TL",3 + 1,"
120 m2",32 Yaşında, 3. Kat,"
Kadıköy,
 
Sahrayı Cedit Mahallesi
"
290,"
3.000 TL",3 + 1,"
135 m2",25 Yaşında, 3. Kat,"
Kağıthane,
 
Seyrantepe Mahallesi
"
291,"
23.000 TL",5 + 1,"
300 m2",9 Yaşında, 21 ve üzeri,"
Sarıyer,
 
Maslak Mahallesi
"
292,"
2.250 TL",Stüdyo,"
59 m2",6 Yaşında, 2. Kat,"
Bakırköy,
 
Osmaniye Mahallesi
"
293,"
30.000 TL",3 + 1,"
300 m2",10 Yaşında, 21 ve üzeri,"
Beşiktaş,
 
Levent Mahallesi
"
294,"
1.750 TL",1 + 1,"
65 m2",3 Yaşında, 1. Kat,"
Eyüpsultan,
 
Çırçır Mahallesi
"
295,"
1.850 TL",2 + 1,"
110 m2",14 Yaşında, 4. Kat,"
Kağıthane,
 
Çeliktepe Mahallesi
"
296,"
3.000 TL",3 + 1,"
130 m2",30 Yaşında, 4. Kat,"
Fatih,
 
Seyyid Ömer Mahallesi
"
297,"
3.500 TL",2 + 1,"
100 m2",Sıfır Bina, 10. Kat,"
Kağıthane,
 
Emniyet Evleri Mahallesi
"
298,"
1.800 TL",2 + 1,"
95 m2",27 Yaşında, 3. Kat,"
Bahçelievler,
 
Siyavuşpaşa Mahallesi
"
299,"
1.800 TL",2 + 1,"
90 m2",20 Yaşında, Giriş Katı,"
Kağıthane,
 
Ortabayır Mahallesi
"
300,"
13.000 TL",2 + 1,"
105 m2",21 Yaşında, 5. Kat,"
Şişli,
 
Meşrutiyet Mahallesi
"
301,"
3.300 TL",1 + 1,"
50 m2",1 Yaşında, 1. Kat,"
Sarıyer,
 
Zekeriyaköy Mahallesi
"
302,"
24.500 TL",4 + 1,"
324 m2",20 Yaşında, 21 ve üzeri,"
Şişli,
 
19 Mayıs Mahallesi
"
303,"
4.000 TL",Stüdyo,"
65 m2",15 Yaşında, 6. Kat,"
Şişli,
 
Cumhuriyet Mahallesi
"
304,"
7.500 TL",4 + 1,"
240 m2",15 Yaşında, Bahçe Katı,"
Bakırköy,
 
Şenlikköy Mahallesi
"
305,"
14.490 TL",2 + 1,"
110 m2",2 Yaşında, 8. Kat,"
Şişli,
 
Teşvikiye Mahallesi
"
306,"
7.000 TL",2 + 1,"
110 m2",10 Yaşında, 9. Kat,"
Sarıyer,
 
Maslak Mahallesi
"
307,"
5.750 TL",2 + 1,"
100 m2",Sıfır Bina, 2. Kat,"
Kadıköy,
 
Zühtüpaşa Mahallesi
"
308,"
2.200 TL",Stüdyo,"
30 m2",Sıfır Bina, Kot 2,"
Fatih,
 
Ayvansaray Mahallesi
"
309,"
22.000 TL",5 + 2,"
350 m2",8 Yaşında, ,"
Sarıyer,
 
Zekeriyaköy Mahallesi
"
310,"
6.500 TL",2 + 1,"
120 m2",4 Yaşında, 17. Kat,"
Şişli,
 
Cumhuriyet Mahallesi
"
311,"
2.600 TL",3 + 1,"
97 m2",5 Yaşında, 2. Kat,"
Kağıthane,
 
Seyrantepe Mahallesi
"
312,"
2.100 TL",2 + 1,"
110 m2",6 Yaşında, Giriş Katı,"
Kağıthane,
 
Gürsel Mahallesi
"
313,"
13.000 TL",2 + 1,"
148 m2",1 Yaşında, 21 ve üzeri,"
Şişli,
 
Cumhuriyet Mahallesi
"
314,"
2.800 TL",3 + 1,"
140 m2",30 Yaşında, 3. Kat,"
Kağıthane,
 
Çeliktepe Mahallesi
"
315,"
16.000 TL",3 + 1,"
218 m2",6 Yaşında, ,"
Sarıyer,
 
Zekeriyaköy Mahallesi
"
316,"
1.400 TL",1 + 1,"
50 m2",7 Yaşında, 3. Kat,"
Kağıthane,
 
Şirintepe Mahallesi
"
317,"
65.000 TL",5 + 1,"
450 m2",20 Yaşında, ,"
Eyüpsultan,
 
Göktürk Merkez Mahallesi
"
318,"
3.500 TL",2 + 1,"
115 m2",Sıfır Bina, 10. Kat,"
Kağıthane,
 
Talatpaşa Mahallesi
"
319,"
6.000 TL",3 + 1,"
160 m2",25 Yaşında, 1. Kat,"
Bakırköy,
 
Şenlikköy Mahallesi
"
320,"
1.550 TL",2 + 1,"
100 m2",Sıfır Bina, 1. Kat,"
Çekmeköy,
 
Aydınlar Mahallesi
"
321,"
7.000 TL",2 + 1,"
100 m2",5 Yaşında, 3. Kat,"
Güngören,
 
Abdurrahman Nafiz Gürman Mahallesi
"
322,"
13.000 TL",3 + 1,"
180 m2",6 Yaşında, 4. Kat,"
Şişli,
 
Meşrutiyet Mahallesi
"
323,"
2.500 TL",1 + 1,"
70 m2",3 Yaşında, 21 ve üzeri,"
Esenyurt,
 
Zafer Mahallesi
"
324,"
3.400 TL",1 + 1,"
80 m2",14 Yaşında, 3. Kat,"
Eyüpsultan,
 
Göktürk Merkez Mahallesi
"
325,"
12.000 TL",3 + 1,"
135 m2",Sıfır Bina, Bahçe Katı,"
Bakırköy,
 
Şenlikköy Mahallesi
"
326,"
15.000 TL",3 + 1,"
187 m2",4 Yaşında, 9. Kat,"
Üsküdar,
 
Acıbadem Mahallesi
"
327,"
1.000 TL",1 + 1,"
55 m2",30 Yaşında, Giriş Katı,"
Kağıthane,
 
Ortabayır Mahallesi
"
328,"
27.000 TL",4 + 2,"
400 m2",10 Yaşında, ,"
Sarıyer,
 
Kumköy Mahallesi
"
329,"
3.850 TL",3 + 1,"
95 m2",30 Yaşında, 1. Kat,"
Kadıköy,
 
Erenköy Mahallesi
"
330,"
1.200 TL",1 + 1,"
75 m2",30 Yaşında, Bahçe Katı,"
Fatih,
 
Seyyid Ömer Mahallesi
"
331,"
1.600 TL",2 + 1,"
72 m2",Sıfır Bina, 8. Kat,"
Sancaktepe,
 
Akpınar Mahallesi
"
332,"
3.800 TL",3 + 1,"
125 m2",5 Yaşında, 3. Kat,"
Kağıthane,
 
Seyrantepe Mahallesi
"
333,"
3.600 TL",3 + 1,"
125 m2",30 Yaşında, 2. Kat,"
Kadıköy,
 
Erenköy Mahallesi
"
334,"
2.750 TL",2 + 1,"
85 m2",20 Yaşında, Giriş Katı,"
Sarıyer,
 
Ferahevler Mahallesi
"
335,"
25.000 TL",5 + 2,"
552 m2",10 Yaşında, ,"
Sarıyer,
 
Uskumruköy Mahallesi
"
336,"
1.750 TL",Stüdyo,"
31 m2",8 Yaşında, 20. Kat,"
Ataşehir,
 
Örnek Mahallesi
"
337,"
7.300 TL",4 + 1,"
184 m2",24 Yaşında, 20. Kat,"
Ataşehir,
 
Atatürk Mahallesi
"
338,"
15.000 TL",4 + 1,"
255 m2",9 Yaşında, Ara Kat,"
Sarıyer,
 
Maslak Mahallesi
"
339,"
5.500 TL",3 + 1,"
140 m2",30 Yaşında, 7. Kat,"
Kadıköy,
 
Erenköy Mahallesi
"
340,"
3.500 TL",4 + 1,"
200 m2",40 Yaşında, 2. Kat,"
Şişli,
  
Merkez Mahallesi
"
341,"
2.200 TL",5 + 2,"
160 m2",Sıfır Bina, 3. Kat,"
Kağıthane,
 
Hürriyet Mahallesi
"
342,"
8.500 TL",4 + 1,"
200 m2",40 Yaşında, 1. Kat,"
Beşiktaş,
 
Arnavutköy Mahallesi
"
343,"
6.500 TL",3 + 1,"
180 m2",30 Yaşında, 4. Kat,"
Bakırköy,
 
Cevizlik Mahallesi
 "
344,"
1.200 TL",1 + 1,"
75 m2",35 Yaşında, 3. Kat,"
Fatih,
 
Şehremini Mahallesi
"
345,"
15.000 TL",3 + 2,"
295 m2",4 Yaşında, ,"
Sarıyer,
 
Zekeriyaköy Mahallesi
"
346,"
6.500 TL",4 + 1,"
180 m2",12 Yaşında, 2. Kat,"
Ümraniye,
 
Aşağı Dudullu Mahallesi
"
347,"
7.750 TL",4 + 1,"
155 m2",14 Yaşında, 2. Kat,"
Bakırköy,
 
Şenlikköy Mahallesi
"
348,"
1.450 TL",2 + 1,"
95 m2",12 Yaşında, 1. Kat,"
Maltepe,
 
Fındıklı Mahallesi
"
349,"
6.500 TL",3 + 1,"
180 m2",3 Yaşında, 21 ve üzeri,"
Gaziosmanpaşa,
 
Karadeniz Mahallesi
"
350,"
4.000 TL",2 + 1,"
85 m2",31 Yaşında, 2. Kat,"
Şişli,
 
Merkez Mahallesi
"
351,"
5.000 TL",2 + 1,"
115 m2",30 Yaşında, 4. Kat,"
Kadıköy,
 
Caferağa Mahallesi
"
352,"
16.500 TL",4 + 1,"
255 m2",6 Yaşında, 20. Kat,"
Sarıyer,
 
Maslak Mahallesi
"
353,"
6.500 TL",3 + 1,"
182 m2",4 Yaşında, 21 ve üzeri,"
Gaziosmanpaşa,
 
Karadeniz Mahallesi
"
354,"
75.000 TL",6 + 1,"
700 m2",7 Yaşında, 21 ve üzeri,"
Beşiktaş,
 
Levent Mahallesi
"
355,"
1.750 TL",Stüdyo,"
31 m2",8 Yaşında, 20. Kat,"
Ataşehir,
 
Örnek Mahallesi
"
356,"
2.900 TL",Stüdyo,"
45 m2",3 Yaşında, 1. Kat,"
Kağıthane,
 
Emniyet Evleri Mahallesi
"
357,"
15.000 TL",6 + 2,"
450 m2",21 Yaşında, 2. Kat,"
Bakırköy,
 
Şenlikköy Mahallesi
"
358,"
2.750 TL",3 + 1,"
145 m2",34 Yaşında, 4. Kat,"
Bahçelievler,
 
Siyavuşpaşa Mahallesi
"
359,"
2.600 TL",1 + 1,"
70 m2",Sıfır Bina, 2. Kat,"
Beşiktaş,
 
Konaklar Mahallesi
"
360,"
5.750 TL",3 + 1,"
125 m2",25 Yaşında, 3. Kat,"
Sarıyer,
 
Tarabya Mahallesi
"
361,"
1.750 TL",1 + 1,"
72 m2",20 Yaşında, 5. Kat,"
Küçükçekmece,
 
Atakent Mahallesi
"
362,"
20.000 TL",2 + 1,"
110 m2",4 Yaşında, Ara Kat,"
Şişli,
 
Teşvikiye Mahallesi
"
363,"
2.800 TL",1 + 1,"
65 m2",5 Yaşında, 4. Kat,"
Kağıthane,
 
Ortabayır Mahallesi
"
364,"
5.499 TL",1 + 1,"
85 m2",8 Yaşında, Ara Kat,"
Sarıyer,
 
Maslak Mahallesi
"
365,"
25.000 TL",4 + 2,"
300 m2",10 Yaşında, ,"
Sarıyer,
 
Zekeriyaköy Mahallesi
"
366,"
18.000 TL",2 + 1,"
110 m2",21 Yaşında, 2. Kat,"
Beşiktaş,
 
Yıldız Mahallesi
"
367,"
14.000 TL",3 + 1,"
150 m2",4 Yaşında, 17. Kat,"
Kadıköy,
 
Fenerbahçe Mahallesi
"
368,"
7.000 TL",3 + 1,"
197 m2",4 Yaşında, 4. Kat,"
Gaziosmanpaşa,
 
Karadeniz Mahallesi
"
369,"
35.000 TL",4 + 1,"
350 m2",15 Yaşında, ,"
Sarıyer,
 
Kumköy Mahallesi
"
370,"
4.750 TL",3 + 1,"
135 m2",15 Yaşında, 12. Kat,"
Küçükçekmece,
 
Atakent Mahallesi
"
371,"
2.100 TL",2 + 1,"
80 m2",30 Yaşında, Yüksek Giriş,"
Üsküdar,
 
Valide-i Atik Mahallesi
"
372,"
2.300 TL",2 + 1,"
95 m2",32 Yaşında, 3. Kat,"
Bahçelievler,
 
Siyavuşpaşa Mahallesi
"
373,"
10.000 TL",1 + 1,"
 115 m2",8 Yaşında, 1. Kat,"
Beşiktaş,
 
Levent Mahallesi
"
374,"
2.300 TL",2 + 1,"
75 m2",40 Yaşında, 2. Kat,"
Beşiktaş,
 
Mecidiye Mahallesi
"
375,"
25.000 TL",4 + 2,"
300 m2",5 Yaşında, ,"
Sarıyer,
 
Uskumruköy Mahallesi
"
376,"
3.350 TL",2 + 1,"
85 m2",50 Yaşında, 3. Kat,"
Beşiktaş,
 
Cihannüma Mahallesi
"
377,"
10.500 TL",4 + 1,"
220 m2",23 Yaşında, 2. Kat,"
Bakırköy,
 
Şenlikköy Mahallesi
"
378,"
1.550 TL",1 + 1,"
75 m2",28 Yaşında, Zemin,"
Küçükçekmece,
 
Cennet Mahallesi
"
379,"
3.250 TL",2 + 1,"
130 m2",8 Yaşında, 5. Kat,"
Pendik,
 
Doğu Mahallesi
"
380,"
1.300 TL",2 + 1,"
90 m2",20 Yaşında, Bahçe Katı,"
Kağıthane,
 
Telsizler Mahallesi
"
381,"
80.000 TL",5 + 1,"
520 m2",15 Yaşında, ,"
Sarıyer,
 
Tarabya Mahallesi
"
382,"
12.500 TL",3 + 1,"
170 m2",8 Yaşında, Ara Kat,"
Sarıyer,
 
Maslak Mahallesi
"
383,"
3.000 TL",3 + 1,"
150 m2",18 Yaşında, 3. Kat,"
Kağıthane,
 
Ortabayır Mahallesi
"
384,"
5.750 TL",1 + 1,"
69 m2",1 Yaşında, 10. Kat,"
Kağıthane,
 
Seyrantepe Mahallesi
"
385,"
19.750 TL",2 + 1,"
165 m2",10 Yaşında, Bahçe Katı,"
Sarıyer,
 
İstinye Mahallesi
"
386,"
17.000 TL",3 + 1,"
218 m2",5 Yaşında, ,"
Sarıyer,
 
Zekeriyaköy Mahallesi
"
387,"
25.000 TL",4 + 1,"
240 m2",Sıfır Bina, 3. Kat,"
Kadıköy,
 
Fenerbahçe Mahallesi
"
388,"
6.500 TL",1 + 1,"
86 m2",2 Yaşında, 21 ve üzeri,"
Sarıyer,
 
Huzur Mahallesi
"
389,"
4.650 TL",1 + 1,"
85 m2",6 Yaşında, 7. Kat,"
Sarıyer,
 
Maslak Mahallesi
"
390,"
3.700 TL",4 + 1,"
180 m2",23 Yaşında, 4. Kat,"
Esenyurt,
 
Mevlana Mahallesi
"
391,"
1.850 TL",1 + 1,"
55 m2",5 Yaşında, Giriş Katı,"
Ataşehir,
 
Kayışdağı Mahallesi
"
392,"
3.000 TL",3 + 1,"
150 m2",10 Yaşında, Giriş Katı,"
Ataşehir,
 
Atatürk Mahallesi
"
393,"
2.200 TL",2 + 1,"
135 m2",9 Yaşında, 3. Kat,"
Kağıthane,
 
Seyrantepe Mahallesi
"
394,"
2.500 TL",3 + 1,"
150 m2",20 Yaşında, 2. Kat,"
Büyükçekmece,
 
Atatürk Mahallesi
"
395,"
27.000 TL",4 + 2,"
380 m2",13 Yaşında, ,"
Sarıyer,
 
Kumköy Mahallesi
"
396,"
13.000 TL",4 + 1,"
260 m2",3 Yaşında, ,"
Sarıyer,
 
Zekeriyaköy Mahallesi
"
397,"
1.400 TL",1 + 1,"
60 m2",11 Yaşında, Bahçe Katı,"
Ümraniye,
 
Namık Kemal Mahallesi
"
398,"
3.100 TL",3 + 1,"
110 m2",40 Yaşında, 1. Kat,"
Şişli,
 
Merkez Mahallesi
"
399,"
2.200 TL",2 + 1,"
95 m2",25 Yaşında, 5. Kat,"
Bayrampaşa,
 
Yenidoğan Mahallesi
"
400,"
1.750 TL",2 + 1,"
65 m2",30 Yaşında, Giriş Katı,"
Kağıthane,
 
Gültepe Mahallesi
"
401,"
12.000 TL",2 + 1,"
176 m2",17 Yaşında, ,"
Beşiktaş,
 
Levent Mahallesi
"
402,"
2.100 TL",2 + 1,"
95 m2",Sıfır Bina, Yüksek Giriş,"
Kağıthane,
 
Emniyet Evleri Mahallesi
"
403,"
2.850 TL",2 + 1,"
82 m2",40 Yaşında, Giriş Katı,"
Beşiktaş,
 
Yıldız Mahallesi
"
404,"
6.900 TL",4 + 1,"
240 m2",40 Yaşında, 1. Kat,"
Beşiktaş,
 
Balmumcu Mahallesi
"
405,"
3.500 TL",3 + 1,"
180 m2",12 Yaşında, 4. Kat,"
Beylikdüzü,
 
Adnan Kahveci Mahallesi
"
406,"
2.500 TL",1 + 1,"
70 m2",1 Yaşında, Yüksek Giriş,"
Kağıthane,
 
Sultan Selim Mahallesi
"
407,"
2.200 TL",2 + 1,"
75 m2",3 Yaşında, Yüksek Giriş,"
Kağıthane,
 
Merkez Mahallesi
"
408,"
8.450 TL",3 + 1,"
180 m2",40 Yaşında, 1. Kat,"
Sarıyer,
 
Rumeli Hisarı Mahallesi
"
409,"
13.000 TL",4 + 1,"
215 m2",15 Yaşında, 5. Kat,"
Beşiktaş,
 
Dikilitaş Mahallesi
"
410,"
9.000 TL",3 + 1,"
136 m2",10 Yaşında, 11. Kat,"
Gaziosmanpaşa,
 
Karayolları Mahallesi
"
411,"
28.000 TL",4 + 1,"
160 m2",8 Yaşında, 4. Kat,"
Beşiktaş,
 
Ulus Mahallesi
"
412,"
1.800 TL",2 + 1,"
100 m2",27 Yaşında, 4. Kat,"
Bahçelievler,
 
Bahçelievler Mahallesi
"
413,"
2.400 TL",3 + 1,"
115 m2",32 Yaşında, 5. Kat,"
Bahçelievler,
 
Siyavuşpaşa Mahallesi
"
414,"
3.000 TL",3 + 1,"
120 m2",26 Yaşında, Giriş Katı,"
Beşiktaş,
 
Ortaköy Mahallesi
"
415,"
2.150 TL",2 + 1,"
90 m2",39 Yaşında, 1. Kat,"
Şişli,
 
Merkez Mahallesi
"
416,"
2.700 TL",2 + 1,"
80 m2",30 Yaşında, 2. Kat,"
Beşiktaş,
 
Dikilitaş Mahallesi
"
417,"
2.300 TL",2 + 1,"
84 m2",10 Yaşında, 10. Kat,"
Başakşehir,
 
Başakşehir Mahallesi
"
418,"
7.500 TL",4 + 1,"
210 m2",27 Yaşında, 3. Kat,"
Kadıköy,
 
 Göztepe Mahallesi
"
